kegg_id,drug_name,drug_name_jp,drug_name_0_jp
D05002,Methylprednisolone suleptanate (USAN/INN),,スレプタン酸メチルプレドニゾロン
D05003,Methynodiol diacetate (USAN),,メチノジオールジアセタート
D05004,Metiamide (USAN/INN),,メチアミド
D05005,Metioprim (USAN/INN),,メチオプリム
D05006,Metizoline hydrochloride (USAN); Ellsyl (TN),,メチゾリン塩酸塩
D05007,Metkephamid acetate (USAN),,酢酸メトケファミド
D05008,Metoclopramide hydrochloride (USP); Metoclopramide monohydrochloride monohydrate; Clopra (TN); Reglan (TN),,メトクロプラミド塩酸塩水和物
D05009,Metogest (USAN/INN),,メトゲスト
D05010,Metopimazine (USAN/INN),,メトピマジン
D05011,Metoprolol fumarate (USP); Lopressor (TN),,メトプロロールフマル酸塩
D05012,Metoquizine (USAN/INN),,メトキジン
D05013,Metoserpate hydrochloride (USAN),,塩酸メトセルペイト
D05014,Metreleptin (USAN/INN); Mettreleptin (genetical recombination) (JAN); Metreleptin (TN); Myalept (TN),メトレレプチン,メトレレプチン
D05015,Metrenperone (USAN/INN),,メトレンペロン
D05016,Metronidazole hydrochloride (USAN); Flagyl I.V. (TN),,メトロニダゾール塩酸塩
D05017,Metronidazole phosphate (USAN),,リン酸メトロニダゾール
D05018,Meturedepa (USAN/INN),,メツレデパ
D05019,Metyrapone tartrate (USAN); Metopirone ditartrate (TN),,酒石酸メチラポン
D05020,Mexrenoate potassium (USAN); Mexrenoate potassium dihydrate,,メキスレノ酸カリウム
D05021,Mezlocillin (USAN/INN),,メズロシリン
D05022,Mezlocillin sodium (USP),,メズロシリンナトリウム
D05023,Sulfamonomethoxine hydrate (JP18); Daimeton (TN),,スルファモノメトキシン水和物
D05024,Mibefradil dihydrochloride (USAN); Posicor (TN),,ミベフラジル二塩酸塩
D05025,Mibolerone (USP/INN),,ミボレロン
D05026,Cefroxadine hydrate (JP18); Oraspor (TN),オラスポア,セフロキサジン水和物
D05027,Midaflur (USAN/INN),,ミダフルル
D05028,Midazolam maleate (USAN),,マレイン酸ミダゾラム
D05029,Midostaurin (JAN/USAN/INN); Rydapt (TN),,ミドスタウリン
D05030,Mifobate (USAN/INN); Clenicor (TN),,ミホバート
D05031,Migalastat hydrochloride (JAN/USAN); Galafold (TN),ガラフォルド,ミガーラスタット塩酸塩
D05032,Miglustat (JAN/USAN/INN); Brazaves (TN); Zavesca (TN); Opfolda (TN),ブレーザベス,ミグルスタット
D05033,Milacemide hydrochloride (USAN),,ミラセミド塩酸塩
D05034,Todralazine hydrochloride hydrate (JP18); Apiracohl (TN),,トドララジン塩酸塩水和物
D05035,Milameline hydrochloride (USAN),,ミラメリン塩酸塩
D05036,Milodistim (USAN/INN); Pixykine (TN),,ミロジスチム
D05037,Trimetoquinol hydrochloride hydrate (JP18); Tretoquinol hydrate; Caluyon (TN),イノリン,トリメトキノール塩酸塩水和物
D05038,Mimbane hydrochloride (USAN),,ミンバン塩酸塩
D05039,Minaprine (USAN/INN); Cantor (TN),,ミナプリン
D05040,Minaprine hydrochloride (USAN),,ミナプリン塩酸塩
D05041,Minaxolone (USAN/INN),,ミナキソロン
D05042,Mineral oil (USP); Liquid paraffin (JP18); Balneol (TN),流動パラフィン,流動パラフィン
D05043,"Light liquid paraffin (JP18); Mineral oil, light (NF)",,軽質流動パラフィン
D05044,Minocromil (USAN/INN),,ミノクロミル
D05045,Minocycline (USAN/INN),,ミノサイクリン
D05046,Mioflazine hydrochloride (USAN),,ミオフラジン塩酸塩
D05048,Mirfentanil hydrochloride (USAN),,ミルフェンタニル塩酸塩
D05049,Mirincamycin hydrochloride (USAN),,ミリンカマイシン塩酸塩
D05050,Mirisetron maleate (USAN),,ミリセトロンマレアート
D05051,Mirostipen (USAN/INN),,ミロスチペン
D05052,Misonidazole (USAN/INN),,ミソニダゾール
D05053,Mitemcinal fumarate (USAN),,フマル酸ミテムシナル
D05054,Mitindomide (USAN/INN),,ミチンドミド
D05055,Mitocarcin (USAN),,ミトカルシン
D05056,Mitocromin (USAN),,ミトクロミン
D05057,Mitogillin (USAN/INN),,ミトギリン
D05058,Mitomalcin (USAN/INN),,ミトマルシン
D05059,Mitosper (USAN/INN),,ミトスペル
D05060,Mitratapide (USAN/INN),,ミトラタピド
D05061,Mitumomab (USAN/INN),,ミツモマブ
D05062,Mivobulin isethionate (USAN),,イセチオン酸ミボブリン
D05063,Mixidine (USAN/INN),,ミキシジン
D05064,Modaline sulfate (USAN),,硫酸モダリン
D05065,Modecainide (USAN/INN),,モデカイニド
D05066,Molgramostim (USAN/INN),,モルグラモスチム
D05067,Molinazone (USAN/INN),,モリナゾン
D05068,Monensin (USP); Coban (TN),,モネンシン
D05069,Monensin sodium (USP),,モネンシンナトリウム
D05070,Mono- and di-glycerides (NF); Myverol (TN),,モノグリセリド・ジグリセリド
D05071,Mono- and di-acetylated monoglycerides; Myvacet (TN),,Mono- and di-acetylated monoglycerides
D05072,Monobenzone (USP/INN); Benoquin (TN),,モノベンゾン
D05073,Monoctanoin (USAN); Moctanin (TN),,モノクタノイン
D05074,Monoethanolamine (NF),,モノエタノールアミン
D05075,Monothioglycerol (NF),,モノチオグリセロール
D05076,Morantel tartrate (USP),,酒石酸モランテル
D05077,Moricizine (USAN); Moracizine (INN),,モリシジン
D05078,Morniflumate (USAN),,モルニフルマート
D05079,Morrhuate sodium (USP),,モルイン酸ナトリウム
D05080,Motexafin gadolinium (USAN); Xcytrin (TN),,モテキサフィンガドリニウム
D05081,Motexafin lutetium (USAN); Lutrin (TN),,モテキサフィンルテチウム
D05082,Motretinide (USAN/INN); Tasmaderm (TN),,モトレチニド
D05083,Moxazocine (USAN/INN),,モキサゾシン
D05084,Moxidectin (USP/INN); Moxidectin (TN),,モキシデクチン
D05085,Moxilubant maleate (USAN),,マレイン酸モキシルバント
D05086,Moxnidazole (USAN/INN),,モクスニダゾール
D05087,Moxonidine (USAN/INN); Cynt (TN),,モキソニジン
D05089,Freeze-dried live attenuated mumps vaccine (JP18); Freeze-dried live attenuated mumps vaccine (TN),おたふくかぜ生ワクチン,乾燥弱毒生おたふくかぜワクチン
D05090,Muplestim (USAN/INN); Muplestim (genetical recombination) (JAN); Hemokine (TN),,ムプレスチム
D05091,Muraglitazar (USAN/INN),,ムラグリタザル
D05092,Muromonab-CD3 (JAN/USAN/INN); Orthoclone okt3 (TN),,ムロモナブ-CD3
D05093,Muzolimine (USAN/INN),,ムゾリミン
D05094,Mycophenolate mofetil hydrochloride (USAN); Cellcept (TN),,ミコフェノール酸モフェチル塩酸塩
D05095,Mycophenolate sodium (USP); Myfortic (TN),,ミコフェノール酸ナトリウム
D05096,Mycophenolic acid (USAN/INN); Mycophenolic acid (TN),,ミコフェノール酸
D05097,Myristyl alcohol (NF),,ミリスチルアルコール
D05098,Nabazenil (USAN/INN),,ナバゼニル
D05099,Nabilone (USAN/INN); Cesamet (TN),,ナビロン
D05100,Nabitan hydrochloride (USAN),,ナビタン塩酸塩
D05101,Naboctate hydrochloride (USAN),,ナボクタート塩酸塩
D05102,Nafenopin (USAN/INN),,ナフェノピン
D05103,Nafimidone hydrochloride (USAN),,ナフィミドン塩酸塩
D05104,Naflocort (USAN); Naflocort monohydrate,,ナフロコルト
D05105,Nafomine malate (USAN),,リンゴ酸ナホミン
D05106,Nafoxidine hydrochloride (USAN),,ナホキシジン塩酸塩
D05107,Nafronyl oxalate (USAN); Naftidrofuryl oxalate; Praxilene (TN),,シュウ酸ナフロニル
D05108,Naftalofos (USAN/INN); Maretin (TN),,ナフタロホス
D05109,Nagrestipen (USAN/INN),,ナグレスチペン
D05110,Nalidixate sodium (USAN); Nalidixate sodium monohydrate,,ナリジクス酸ナトリウム水和物
D05111,Nalmefene (USAN/INN); Selincro (TN),,ナルメフェン
D05112,Nalmexone hydrochloride (USAN),,ナルメキソン塩酸塩
D05113,Naltrexone (USAN/INN); Vivitrol (TN),,ナルトレキソン
D05114,Naminidil (USAN/INN),,ナミニジル
D05115,Namoxyrate (USAN/INN),,ナモキシラート
D05116,Nandrolone cyclotate (USAN),,ナンドロロンシクロタート
D05117,Nantradol hydrochloride (USAN),,ナントラドール塩酸塩
D05118,Napactadine hydrochloride (USAN),,ナパクタジン塩酸塩
D05119,Napamezole hydrochloride (USAN),,ナパメゾール塩酸塩
D05120,Napitane mesylate (USAN),,メシル酸ナピタン
D05121,Naproxol (USAN/INN),,ナプロキソール
D05122,Narasin (USP/INN); Narasin A; Monteban (TN),,ナラシン
D05123,Nasaruplase beta (USAN/INN); Prolyse (TN),,ナサルプラーゼベータ
D05124,Naxagolide hydrochloride (USAN),,ナキサゴリド塩酸塩
D05125,Naxifylline (USAN/INN),,ナキシフィリン
D05126,Nebacumab (USAN/INN); Centoxin (TN),,ネバクマブ
D05127,Nebivolol (USAN/INN),,ネビボロール
D05128,Nebramycin (USAN),,ネブラマイシン
D05129,Nedocromil (USAN/INN),,ネドクロミル
D05130,Nedocromil calcium (USAN),,ネドクロミルカルシウム
D05131,Neflumozide hydrochloride (USAN),,ネフルモジド塩酸塩
D05133,Nefopam hydrochloride (USAN); Acupan (TN),,塩酸ネホパム
D05134,Nelarabine (JAN/USAN/INN); Nelzarabine (USAN); Arranon (TN),アラノンジー,ネララビン
D05135,Nelezaprine maleate (USAN),,ネレザプリンマレアート
D05137,Nemadectin (USAN/INN),,ネマデクチン
D05138,Nemazoline hydrochloride (USAN),,ネマゾリン塩酸塩
D05139,Nemifitide ditriflutate (USAN),,ネミフィチドジトリフルタート
D05140,Framycetin (INN); Fradiomycin B; Neomycin B; FRM,,フラミセチン
D05141,Neomycin palmitate (USAN),,パルミチン酸ネオマイシン
D05142,Neomycin undecylenate (USAN),,ウンデシレン酸ネオマイシン
D05143,Nepafenac (JAN/USAN/INN); Nevanac (TN),ネバナック,ネパフェナク
D05144,Nequinate (USAN),,ネキナート
D05145,Neramexane mesylate (USAN),,メシル酸ネラメキサン
D05146,Nerelimomab (USAN/INN),,ネレリモマブ
D05147,Nesiritide (USAN/INN); Natrecor (TN),,ネシリチド
D05148,Nesiritide citrate (USAN),,クエン酸ネシリチド
D05149,Netobimin (USAN/INN),,ネトビミン
D05150,Netoglitazone (USAN/INN),,ネトグリタゾン
D05152,Netupitant (USAN/INN),,ネツピタント
D05153,Neutramycin (USAN),,ノイトラマイシン
D05154,Nexeridine hydrochloride (USAN),,ネキセリジン塩酸塩
D05155,Nibroxane (USAN/INN),,ニブロキサン
D05156,Nicotine bitartrate (USAN); Nicotine bitartrate dihydrate,,酒石酸水素ニコチン
D05157,Nicotine polacrilex (USP); Nicorette (TN),,ニコチンポラクリレックス
D05158,Nicotinyl alcohol (USAN); Roniacol (TN),,ニコチニルアルコール
D05159,Nifuraldezone (USAN/INN),,ニフラルデゾン
D05160,Nifuratrone (USAN/INN),,ニフラトロン
D05161,Nifurdazil (USAN/INN),,ニフルダジル
D05162,Nifurimide (USAN),,ニフリミド
D05163,Nifurmerone (USAN/INN),,ニフルメロン
D05164,Nifurquinazol (USAN/INN),,ニフルキナゾール
D05165,Nifursemizone (USAN/INN),,ニフルセミゾン
D05166,Nifursol (USAN),,ニフルソール
D05167,Nifurthiazole (USAN/INN),,ニフルチアゾール
D05168,Nimazone (USAN),,ニマゾン
D05169,Nimidane (USAN/INN),,ニミダン
D05170,Niridazole (USAN/INN),,ニリダゾール
D05171,Nisbuterol mesylate (USAN),,メシル酸ニスブテロール
D05172,Nisobamate (USAN/INN),,ニソバマート
D05173,Nisoxetine (USAN/INN),,ニソキセチン
D05174,Nisterime acetate (USAN),,ニステリムアセタート
D05175,Nitarsone (USAN/INN),,ニタルソン
D05176,Nithiamide (USAN); Aminitrozole (INN),,ニチアミド
D05177,Nitisinone (JAN/USAN/INN); Orfadin (TN),オーファディン,ニチシノン
D05178,Nitrafudam hydrochloride (USAN),,ニトラフダム塩酸塩
D05179,Nitralamine hydrochloride (USAN),,ニトララミン塩酸塩
D05180,Nitramisole hydrochloride (USAN),,ニトラミソール塩酸塩
D05181,Aspirin aluminum (JP18),,アスピリンアルミニウム
D05182,Influenza HA vaccine (JP18),インフルエンザHAワクチン,インフルエンザHAワクチン
D05183,Ulinastatin (JP18); Miraclid (TN),ミラクリッド,ウリナスタチン
D05184,Nitrocycline (USAN/INN),,ニトロシクリン
D05185,Nitrodan (USAN),,ニトロダン
D05186,Orange oil (JP18/NF),,オレンジ油
D05187,"Gas gangrene antitoxin, equine (JAN); Gas gangrene antitoxin, pentavalent; Freeze-dried gas gangrene antitoxin, equine (TN)",乾燥ガスえそ抗毒素,ガスえそウマ抗毒素
D05188,Nitromersol (USP),,ニトロメルゾール
D05189,Sodium pertechnetate Tc 99m (USP); Sodium pertechnetate (99mTc) (JP18); Meditec (TN); Radiogenix (TN); Technelite (TN); Ultra-technekow (TN),ウルトラテクネカウ,過テクネチウム酸ナトリウム
D05190,"Carnauba wax (JP18); Wax, carnauba (NF)",,カルナウバロウ
D05191,Nitromide (USAN),,ニトロミド
D05192,Nitromifene citrate (USAN),,クエン酸ニトロミフェン
D05193,Nitroscanate (USAN/INN),,ニトロスカネイト
D05194,Nivazol (USAN); Nivacortol (INN),,ニバゾール
D05195,Nivimedone sodium (USAN),,ニビメドンナトリウム
D05196,Noberastine (USAN/INN),,ノベラスチン
D05197,Nocodazole (USAN/INN),,ノコダゾール
D05198,Nogalamycin (USAN/INN),,ノガラマイシン
D05199,Nolinium bromide (USAN/INN),,臭化ノリニウム
D05200,Nomifensine maleate (USAN); Merital (TN),,マレイン酸ノミフェンシン
D05201,Nonacog alfa (USAN/INN); Nonacog alfa (genetical recombination) (JAN); Benefix (TN),ベネフィクス,ノナコグアルファ
D05203,Noracymethadol hydrochloride (USAN),,ノルアシメタドール塩酸塩
D05204,Norbolethone (USAN),,ノルボレトン
D05205,Norelgestromin (USP/INN),,ノルエルゲストロミン
D05206,Norepinephrine bitartrate (USP); Levophed (TN),,酒石酸水素ノルエピネフリン
D05207,Norethynodrel (USAN); Noretynodrel (INN),,ノルエチノドレル
D05208,Norflurane (USAN/INN),,ノルフルラン
D05209,Norgestimate (USP/INN),,ノルゲスチマート
D05210,Norgestomet (USAN/INN),,ノルゲストメット
D05211,Nufenoxole (USAN/INN),,ヌフェノキソール
D05212,Nylestriol (USAN); Nilestriol (INN),,ニレストリオール
D05213,Nifluridide (USAN),,ニフルリジド
D05214,"Colloidial oatmeal (USP); Oatmeal, colloidal",,コロイド状オートミール
D05215,Obidoxime chloride (USAN),,塩化オビドキシム
D05216,Oblimersen sodium (USAN); Genasense (TN),,オブリメルセンナトリウム
D05217,Ocfentanil hydrochloride (USAN),,オクフェンタニル塩酸塩
D05218,Ocrelizumab (USAN); Ocrelizumab (genetical recombination) (JAN); Ocrevus (TN),,オクレリズマブ
D05219,Ocrylate (USAN/INN),,オクリラート
D05220,Octanoic acid (USAN/INN); Caprylic acid (NF),,オクタン酸
D05221,Octazamide (USAN/INN),,オクタザミド
D05222,Octenidine hydrochloride (USAN),,オクテニジン塩酸塩
D05223,Octenidine saccharin (USAN),,オクテニジンサッカリン
D05224,Octicizer (USAN),,オクチシゼル
D05225,Octinoxate (USP/INN); Octyl methoxycinnamate; Parsol (TN),,オクチノクセート
D05226,Octisalate (USP/INN); Octyl salicylate; Uvinul (TN),,オクチサレート
D05227,Octocrylene (USP); Octocrilene (INN),,オクトクリレン
D05228,Octodrine (USAN/INN),,オクトドリン
D05229,Octoxynol 9 (NF); Octoxinol (INN); Polyoxysthylene mono(octylphenyl) ether; Triton X-100 (TN),,オクトキシノール9
D05230,Octreotide pamoate (USAN),,パモ酸オクトレオチド
D05231,Octriptyline phosphate (USAN),,リン酸オクトリプチリン
D05232,Octrizole (USAN/INN),,オクトリゾール
D05233,Octyldodecanol (NF),,オクチルドデカノール
D05234,Ofornine (USAN/INN),,オホルニン
D05235,Oglufanide disodium (USAN); Glufanide disodium,,オグルファニド二ナトリウム
D05236,"Ointment, bland lubricating (USP)",,柔らかな潤滑軟膏
D05237,"Ointment, hydrophilic (USP); Hydrophilic cream (JP18); Hydrophilic ointment; Hydrophilic ointment (TN)",親水クリーム,親水クリーム
D05238,"Ointment, rose water (USP)",,ローズ水軟膏
D05239,"Ointment, white (USP); White ointment (JP18)",白色軟膏,白色軟膏
D05240,"Ointment, yellow (USP)",,黄色軟膏
D05241,Olaflur (USAN/INN),,オラフルル
D05242,Oleic acid I 125 (USAN); Oletope I-125 (TN),,オレイン酸
D05243,Oleic acid I 131 (USAN); Oletope (TN),,オレイン酸
D05244,Oleovitamin A and D (USP),,"オレオビタミンA, D"
D05245,Oleyl alcohol (NF); Witcohol 85 (TN),,オレイルアルコール
D05246,Olmesartan (USAN/INN),,オルメサルタン
D05247,Beef tallow (JP18); Tallow; Beef tallow (TN),,牛脂
D05248,Freeze-dried inactivated tissue culture ravies vaccine (JP18),ラビピュール,乾燥組織培養不活化狂犬病ワクチン
D05249,Olvanil (USAN),,オルバニル
D05250,Omaciclovir (USAN/INN),,オマシクロビル
D05251,Omalizumab (USAN/INN); Omalizumab (genetical recombination) (JAN); Xolair (TN),ゾレア,オマリズマブ
D05252,Sodium chromate Cr 51 (USP); Sodium chromate (51Cr) (JP18/INN); Rachromate (TN),,クロム酸ナトリウム
D05253,"Wheat starch (JP18); Starch, wheat (NF)",,コムギデンプン
D05254,"Rice starch (JP18); Starch, rice (NF); Rice starch (TN)",,コメデンプン
D05255,Omega-3-acid ethyl esters (USP); Omacor (TN),ロトリガ,オメガ-3脂肪酸エチルエステル
D05256,Diphtheria-tetanus combined toxoid (JAN),,ジフテリア破傷風混合トキソイド
D05257,Adsorbed diphtheria-tetanus combined toxoid (JP18),DTビック,沈降ジフテリア破傷風混合トキソイド
D05258,"Serum gonadotrophin (JAN); Gonadotrophin, serum (JAN/INN); Anteron (TN)",,血清性性腺刺激ホルモン
D05259,Omeprazole magnesium (USP); Prilosec OTC (TN),,オメプラゾールマグネシウム
D05260,Petroleum benzin (JP18); Naphtha,,石油ベンジン
D05261,Omeprazole sodium injection (JAN); Omeprazole sodium hydrate; Omepral (TN),オメプラゾール,オメプラゾールナトリウム
D05262,Omiganan pentahydrochloride (USAN),,オミガナン五塩酸塩
D05263,Onercept (USAN/INN),,オネルセプト
D05265,Opebacan (USAN/INN),,オペバカン
D05266,Oprelvekin (USAN/INN); Oprelvekin (genetical recombination) (JAN); Neumega (TN),,オプレルベキン
D05267,Orbofiban acetate (USAN),,酢酸オルボフィバン
D05268,Orconazole nitrate (USAN),,硝酸オルコナゾール
D05269,Oregovomab (USAN/INN); Ovarex (TN),,オレゴボマブ
D05270,Orgotein (USAN/INN); Palosein (TN),,オルゴテイン
D05271,Oritavancin diphosphate (USAN); Kimyrsa (TN); Orbactiv (TN),,オリタバンシンジフォスファート
D05272,Ormaplatin (USAN/INN),,オルマプラチン
D05273,Ormetoprim (USAN/INN),,オルメトプリム
D05274,Ornidazole (USAN/INN),,オルニダゾール
D05275,Orpanoxin (USAN/INN),,オルパノキシン
D05276,Pirenzepine hydrochloride hydrate (JP18); Gastrozepin (TN),,ピレンゼピン塩酸塩水和物
D05277,Formoterol fumarate hydrate (JP18); Formoterol fumarate dihydrate; Atock (TN); Foradil (TN),オーキシス,ホルモテロールフマル酸塩水和物
D05278,Oxagrelate (USAN/INN),,オキサグレラート
D05279,Purified shellac (JP18),,精製セラック
D05280,Oxamarin hydrochloride (USAN); Oxamarin dihydrochloride,,オキサマリン塩酸塩
D05281,Oxamisole hydrochloride (USAN),,オキサミソール塩酸塩
D05282,Sorbitan sesquioleate (JP18/NF/INN); Arlacel 83 (TN),,ソルビタンセスキオレイン酸エステル
D05283,"Dried sodium carbonate (JP18); Sodium carbonate (NF); Sodium carbonate, dried",,乾燥炭酸ナトリウム
D05284,Oxaprotiline hydrochloride (USAN),,オキサプロチリン塩酸塩
D05285,Oxarbazole (USAN/INN),,オキサルバゾール
D05286,Simple syrup (JP18); Syrup (NF); Simple syrup (TN),単シロップ,単シロップ
D05287,Simple ointment (JP18); Simple ointment (TN),単軟膏,単軟膏
D05288,Thianthol (JP18),,チアントール
D05289,Camellia oil (JP18); Tsubaki oil (TN),,ツバキ油
D05290,Oxetorone fumarate (USAN),,フマル酸オキセトロン
D05291,Oxfendazole (USP/INN); Synanthic [veterinary] (TN),,オクスフェンダゾール
D05292,Oxfenicine (USAN/INN),,オクスフェニシン
D05293,Oxibendazole (USAN/INN); Anthelcide EQ (TN),,オキシベンダゾール
D05294,Oxidopamine (USAN/INN),,オキシドパミン
D05295,Smallpox vaccine (USP),,天然痘ワクチン
D05296,Oxidronic acid (USAN),,オキシドロン酸
D05297,"Corn starch (JP18); Starch, corn (NF); Corn starch (TN)",トウモロコシデンプン,トウモロコシデンプン
D05298,Oxifungin hydrochloride (USAN),,オキシフンギン塩酸塩
D05299,Oxilorphan (USAN/INN),,オキシロルファン
D05300,Oximonam (USAN/INN),,オキシモナム
D05301,Lard (JP18); Lard oil (TN),,豚脂
D05302,Oximonam sodium (USAN),,オキシモナムナトリウム
D05303,Oxiramide (USAN/INN),,オキシラミド
D05304,"Petrolatum, white (USP); White petrolatum (JP18); Moroline (TN)",プロペト,白色ワセリン
D05305,Oxisuran (USAN/INN),,オキシスラン
D05306,Oxmetidine hydrochloride (USAN),,オクスメチジン塩酸塩
D05307,Oxmetidine mesylate (USAN),,メシル酸オクスメチジン
D05308,Oxogestone phenpropionate (USAN),,オキソゲストンフェンプロピオナート
D05309,Oxybenzone (USP/INN); Uvinul 40 (TN),,オキシベンゾン
D05310,Oxychlorosene (USAN),,オキシクロロセン
D05311,Oxychlorosene sodium (USAN); Clorpactin WCS-90 (TN),,オキシクロロセンナトリウム
D05312,Oxycodone (USAN/INN),,オキシコドン
D05313,Japanese encephalitis vaccine (JAN); Freeze-dried japanese encephalitis vaccine (JAN); Ixiaro (TN),エンセバック,日本脳炎ワクチン
D05315,Oxygen 93 percent (USP),,酸素93パーセント
D05316,Tetanus toxoid adsorbed (USP); Adsorbed tetanus toxoid (JP18),沈降破傷風トキソイド,沈降破傷風トキソイド
D05317,"Freeze-dried habu antivenom, equine (JP18)",乾燥はぶ抗毒素,乾燥はぶウマ抗毒素
D05318,"Potato starch (JP18); Starch, potato (NF); Potato starch (TN)",バレイショデンプン,バレイショデンプン
D05319,Oxyphenbutazone hydrate; Tandearil (TN),,オキシフェンブタゾン水和物
D05320,Oxyphenisatin acetate (USAN); Isocrin (TN),,オキシフェニサチンアセタート
D05321,Oxyquinoline (USAN),,オキシキノリン
D05322,Oxytetracycline calcium (USP); Terramycin (TN),,オキシテトラサイクリンカルシウム
D05323,Ozolinone (USAN),,オゾリノン
D05324,Adsorbed hepatitis B vaccine (huGK-14 cell origin) (JAN),,沈降B型肝炎ワクチン
D05326,Coconut oil (JP18/NF),,ヤシ油
D05327,Eucalyptus oil (JP18),,ユーカリ油
D05328,Sodium iodide I 123 (USP); Sodium iodide (123I) (JP18); Iodocapsule 123 (TN),ヨード,ヨウ化ナトリウム
D05329,Ringer's injection (USP); Ringer's solution (JP18); Ringer's solution (TN),リンゲル,リンゲル液
D05330,Weil's disease and akiyami combined vaccine (JAN),,ワイル病秋やみ混合ワクチン
D05331,Petrolatum (USP); Yellow petrolatum (JP18),黄色ワセリン,黄色ワセリン
D05332,"Hydrophilic petrolatum (JP18); Petrolatum, hydrophilic",親水ワセリン,親水ワセリン
D05333,Paclitaxel poliglumex (USAN/INN),,ポリグルタミン酸付加パクリタキセル
D05334,Padimate A (USAN); Padimate (INN),,パディメートA
D05335,Padimate O (USP); Arlatone UVB (TN),,パディメートO
D05337,Paldimycin (USAN),,パルジマイシン
D05338,Palifermin (USAN/INN); Kepivance (TN),,パリフェルミン
D05339,Paliperidone (JAN/USP/INN); Invega (TN),インヴェガ,パリペリドン
D05340,Paliperidone palmitate (JAN/USAN); Xeplion (TN); Trevicta (TN); Invega sustenna (TN); Invega trinza (TN),ゼプリオン,パリペリドンパルミチン酸エステル
D05341,Palmitic acid (NF),,パルミチン酸
D05342,Palmoxirate sodium (USAN),,パルモキシル酸ナトリウム
D05343,Palonosetron hydrochloride (JAN/USP); Aloxi (TN),アロキシ,パロノセトロン塩酸塩
D05344,Pamaqueside (USAN/INN),,パマクエシド
D05345,Pamatolol sulfate (USAN),,硫酸パマトロール
D05346,Panadiplon (USAN/INN),,パナジプロン
D05347,Acrinol and zinc oxide oil (JP18),,アクリノール・チンク油
D05348,Pancopride (USAN/INN),,パンコプリド
D05349,Pancrelipase (JAN/USP); Cotazym (TN); Creon (TN); Pancrease (TN); Zenpep (TN),リパクレオン,パンクレリパーゼ
D05350,Panitumumab (USAN/INN); Panitumumab (genetical recombination) (JAN); Vectibix (TN),ベクティビックス,パニツムマブ
D05351,Josamycin propionate (JP18); Josamy (TN),,ジョサマイシンプロピオン酸エステル
D05352,Isotonic sodium chloride solution (JP18),エポプロステノール,生理食塩液
D05353,Pantoprazole (USAN/INN),,パントプラゾール
D05354,Absorptive cream (JP18); Absorptive ointment,吸水クリーム,吸水クリーム
D05355,Papain (USP); Caroid (TN),,パパイン
D05356,Adsorbed diphtheria-purified pertussis-tetanus combined vaccine (JP18),トリビック,沈降精製百日せきジフテリア破傷風混合ワクチン
D05357,"Parachlorophenol, camphorated",,樟脳パラクロロフェノール
D05358,"Paraffin, synthetic (NF)",,合成パラフィン
D05359,Paranyline hydrochloride (USAN),,塩酸パラニリン
D05360,Parapenzolate bromide (USAN/INN),,臭化パラペンゾラート
D05361,Pararosaniline pamoate (USAN); Pararosaniline embonate (INN); Pararosaniline pamoate dihydrate,,パモ酸パラローザニリン
D05362,Rubella virus vaccine live (USP); Meruvax (TN),,風疹ウイルス生ワクチン
D05363,Pullulan (JP18),,プルラン
D05364,Parathyroid hormone (human) (USAN); Parathyroid hormone (INN); ALX 1-11; Parathormone; PTH; Natpara (TN),,副甲状腺ホルモン
D05365,Parbendazole (USAN/INN),,パルベンダゾール
D05366,Procaterol hydrochloride hydrate (JP18); Meptin (TN),メプチン,プロカテロール塩酸塩水和物
D05367,Parconazole hydrochloride (USAN),,パルコナゾール塩酸塩
D05368,"Freeze-dried botulism antitoxin, equine (JP18)",乾燥ボツリヌス抗毒素,乾燥ボツリヌスウマ抗毒素
D05369,Paregoric (USP),,アヘン安息香酸チンキ
D05371,Pareptide sulfate (USAN),,硫酸パレプチド
D05372,"Freeze-dried mamushi antivenom, equine (JP18)",乾燥まむしウマ抗毒素,乾燥まむしウマ抗毒素
D05373,Maltose hydrate (JP18); Maltose 10 (TN),マルトス,マルトース水和物
D05374,Paroxetine hydrochloride (USP); Paxil (TN),,塩酸パロキセチン
D05375,Paroxetine mesylate (USAN); Brisdelle (TN); Pexeva (TN),,メシル酸パロキセチン
D05376,Partricin (USAN),,パルトリシン
D05377,Pascolizumab (USAN/INN),,パスコリズマブ
D05378,Pazinaclone (USAN/INN),,パジナクロン
D05379,Paulomycin (USAN),,パウロマイシン
D05380,Pazopanib hydrochloride (JAN/USAN); Votrient (TN),ヴォトリエント,パゾパニブ塩酸塩
D05381,Pazoxide (USAN/INN),,パゾキシド
D05382,Pazufloxacin mesilate (JP18); Pazufloxacin methanesulfonate; Pasil (TN),パシル,パズフロキサシンメシル酸塩
D05383,Pegacaristim (USAN/INN),,ペガカリスチム
D05384,Pegademase bovine (USAN); Pegademase (INN); Adagen (TN),,ウシペグアデマーゼ
D05385,Pegamotecan (USAN); Prothecan (TN),,ペグアモテカン
D05386,Pegaptanib sodium (JAN/USAN); Macugen (TN),,ペガプタニブナトリウム
D05387,Pegaspargase (JAN/USAN/INN); Oncaspar (TN),オンキャスパー,ペグアスパルガーゼ
D05388,Peglicol 5 oleate (USAN); Labrafil M1944CS (TN),,ペグリコール5オレアート
